State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Madhya Pradesh,BHOPAL,Linseed,2003-04,Rabi,372,Hectare,281,Tonnes,0.7553763441
Madhya Pradesh,CHHATARPUR,Linseed,2001-02,Rabi,11814,Hectare,4868,Tonnes,0.4120534959
Madhya Pradesh,CHHATARPUR,Linseed,2002-03,Rabi,11353,Hectare,4618,Tonnes,0.4067647318
Madhya Pradesh,CHHATARPUR,Linseed,2003-04,Rabi,10707,Hectare,4710,Tonnes,0.4398991314
Madhya Pradesh,CHHINDWARA,Linseed,2001-02,Rabi,709,Hectare,251,Tonnes,0.3540197461
Madhya Pradesh,CHHINDWARA,Linseed,2002-03,Rabi,863,Hectare,311,Tonnes,0.3603707995
Madhya Pradesh,CHHINDWARA,Linseed,2003-04,Rabi,875,Hectare,451,Tonnes,0.5154285714
Madhya Pradesh,DAMOH,Linseed,2001-02,Rabi,9031,Hectare,3634,Tonnes,0.4023917617
Madhya Pradesh,DAMOH,Linseed,2002-03,Rabi,5053,Hectare,1427,Tonnes,0.2824064912
Madhya Pradesh,DAMOH,Linseed,2003-04,Rabi,4644,Hectare,2172,Tonnes,0.4677002584
Madhya Pradesh,DATIA,Linseed,2001-02,Rabi,675,Hectare,454,Tonnes,0.6725925926
Madhya Pradesh,DATIA,Linseed,2002-03,Rabi,532,Hectare,251,Tonnes,0.4718045113
Madhya Pradesh,DATIA,Linseed,2003-04,Rabi,485,Hectare,364,Tonnes,0.7505154639
Madhya Pradesh,DEWAS,Linseed,2001-02,Rabi,412,Hectare,262,Tonnes,0.6359223301
Madhya Pradesh,DEWAS,Linseed,2002-03,Rabi,195,Hectare,136,Tonnes,0.6974358974
Madhya Pradesh,DEWAS,Linseed,2003-04,Rabi,193,Hectare,142,Tonnes,0.7357512953
Madhya Pradesh,DHAR,Linseed,2001-02,Rabi,1096,Hectare,323,Tonnes,0.2947080292
Madhya Pradesh,DHAR,Linseed,2002-03,Rabi,192,Hectare,60,Tonnes,0.3125
Madhya Pradesh,DHAR,Linseed,2003-04,Rabi,276,Hectare,110,Tonnes,0.3985507246
Madhya Pradesh,DINDORI,Linseed,2001-02,Rabi,6273,Hectare,1781,Tonnes,0.2839151921
Madhya Pradesh,DINDORI,Linseed,2002-03,Rabi,4878,Hectare,863,Tonnes,0.1769167692
Madhya Pradesh,DINDORI,Linseed,2003-04,Rabi,5743,Hectare,1775,Tonnes,0.3090719136
Madhya Pradesh,GUNA,Linseed,2001-02,Rabi,2468,Hectare,2240,Tonnes,0.9076175041
Madhya Pradesh,GUNA,Linseed,2002-03,Rabi,1339,Hectare,581,Tonnes,0.4339058999
Madhya Pradesh,GUNA,Linseed,2003-04,Rabi,361,Hectare,351,Tonnes,0.972299169
Madhya Pradesh,GWALIOR,Linseed,2001-02,Rabi,201,Hectare,257,Tonnes,1.278606965
Madhya Pradesh,GWALIOR,Linseed,2002-03,Rabi,1701,Hectare,1099,Tonnes,0.646090535
Madhya Pradesh,GWALIOR,Linseed,2003-04,Rabi,203,Hectare,186,Tonnes,0.9162561576
Madhya Pradesh,HARDA,Linseed,2001-02,Rabi,231,Hectare,93,Tonnes,0.4025974026
Madhya Pradesh,HARDA,Linseed,2002-03,Rabi,241,Hectare,104,Tonnes,0.4315352697
Madhya Pradesh,HARDA,Linseed,2003-04,Rabi,133,Hectare,63,Tonnes,0.4736842105
Madhya Pradesh,HOSHANGABAD,Linseed,2001-02,Rabi,1772,Hectare,818,Tonnes,0.4616252822
Madhya Pradesh,HOSHANGABAD,Linseed,2002-03,Rabi,1407,Hectare,688,Tonnes,0.4889836532
Madhya Pradesh,HOSHANGABAD,Linseed,2003-04,Rabi,1147,Hectare,584,Tonnes,0.5091543156
Madhya Pradesh,INDORE,Linseed,2001-02,Rabi,1453,Hectare,939,Tonnes,0.6462491397
Madhya Pradesh,INDORE,Linseed,2002-03,Rabi,159,Hectare,107,Tonnes,0.6729559748
Madhya Pradesh,INDORE,Linseed,2003-04,Rabi,135,Hectare,104,Tonnes,0.7703703704
Madhya Pradesh,JABALPUR,Linseed,2001-02,Rabi,2316,Hectare,1317,Tonnes,0.5686528497
Madhya Pradesh,JABALPUR,Linseed,2002-03,Rabi,2183,Hectare,1107,Tonnes,0.5071003207
Madhya Pradesh,JABALPUR,Linseed,2003-04,Rabi,2025,Hectare,1404,Tonnes,0.6933333333
Madhya Pradesh,JHABUA,Linseed,2002-03,Rabi,3,Hectare,2,Tonnes,0.6666666667
Madhya Pradesh,JHABUA,Linseed,2003-04,Rabi,7,Hectare,4,Tonnes,0.5714285714
Madhya Pradesh,KATNI,Linseed,2001-02,Rabi,5690,Hectare,2211,Tonnes,0.3885764499
Madhya Pradesh,KATNI,Linseed,2002-03,Rabi,5752,Hectare,1540,Tonnes,0.2677329624
Madhya Pradesh,KATNI,Linseed,2003-04,Rabi,5963,Hectare,2564,Tonnes,0.4299849069
Madhya Pradesh,KHANDWA,Linseed,2001-02,Rabi,165,Hectare,52,Tonnes,0.3151515152
Madhya Pradesh,KHANDWA,Linseed,2002-03,Rabi,113,Hectare,38,Tonnes,0.3362831858
Madhya Pradesh,KHANDWA,Linseed,2003-04,Rabi,91,Hectare,30,Tonnes,0.3296703297
Madhya Pradesh,KHARGONE,Linseed,2001-02,Rabi,50,Hectare,14,Tonnes,0.28
Madhya Pradesh,KHARGONE,Linseed,2002-03,Rabi,66,Hectare,18,Tonnes,0.2727272727
Madhya Pradesh,KHARGONE,Linseed,2003-04,Rabi,50,Hectare,17,Tonnes,0.34
Madhya Pradesh,MANDLA,Linseed,2001-02,Rabi,4468,Hectare,1295,Tonnes,0.2898388541
Madhya Pradesh,MANDLA,Linseed,2002-03,Rabi,4080,Hectare,1209,Tonnes,0.2963235294
Madhya Pradesh,MANDLA,Linseed,2003-04,Rabi,4428,Hectare,1578,Tonnes,0.3563685637
Madhya Pradesh,MANDSAUR,Linseed,2001-02,Rabi,2788,Hectare,1490,Tonnes,0.5344332855
Madhya Pradesh,MANDSAUR,Linseed,2002-03,Rabi,371,Hectare,149,Tonnes,0.4016172507
Madhya Pradesh,MANDSAUR,Linseed,2003-04,Rabi,1071,Hectare,717,Tonnes,0.6694677871
Madhya Pradesh,MORENA,Linseed,2001-02,Rabi,6,Hectare,4,Tonnes,0.6666666667
Madhya Pradesh,MORENA,Linseed,2002-03,Rabi,8,Hectare,4,Tonnes,0.5
Madhya Pradesh,MORENA,Linseed,2003-04,Rabi,34,Hectare,17,Tonnes,0.5
Madhya Pradesh,NARSINGHPUR,Linseed,2001-02,Rabi,98,Hectare,63,Tonnes,0.6428571429
Madhya Pradesh,NARSINGHPUR,Linseed,2002-03,Rabi,45,Hectare,25,Tonnes,0.5555555556
Madhya Pradesh,NARSINGHPUR,Linseed,2003-04,Rabi,47,Hectare,32,Tonnes,0.6808510638
Madhya Pradesh,NEEMUCH,Linseed,2001-02,Rabi,481,Hectare,291,Tonnes,0.604989605
Madhya Pradesh,NEEMUCH,Linseed,2002-03,Rabi,118,Hectare,58,Tonnes,0.4915254237
Madhya Pradesh,NEEMUCH,Linseed,2003-04,Rabi,367,Hectare,281,Tonnes,0.7656675749
Madhya Pradesh,PANNA,Linseed,2001-02,Rabi,4379,Hectare,1830,Tonnes,0.417903631
Madhya Pradesh,PANNA,Linseed,2002-03,Rabi,2923,Hectare,1201,Tonnes,0.4108792337
Madhya Pradesh,PANNA,Linseed,2003-04,Rabi,2776,Hectare,1261,Tonnes,0.4542507205
Madhya Pradesh,RAISEN,Linseed,2001-02,Rabi,6732,Hectare,4826,Tonnes,0.7168746286
Madhya Pradesh,RAISEN,Linseed,2002-03,Rabi,4730,Hectare,3537,Tonnes,0.7477801268
Madhya Pradesh,RAISEN,Linseed,2003-04,Rabi,4820,Hectare,4097,Tonnes,0.85
Madhya Pradesh,RAJGARH,Linseed,2001-02,Rabi,68,Hectare,30,Tonnes,0.4411764706
Madhya Pradesh,RAJGARH,Linseed,2002-03,Rabi,34,Hectare,14,Tonnes,0.4117647059
Madhya Pradesh,RAJGARH,Linseed,2003-04,Rabi,30,Hectare,21,Tonnes,0.7
Madhya Pradesh,RATLAM,Linseed,2001-02,Rabi,928,Hectare,640,Tonnes,0.6896551724
Madhya Pradesh,RATLAM,Linseed,2002-03,Rabi,51,Hectare,29,Tonnes,0.568627451
Madhya Pradesh,RATLAM,Linseed,2003-04,Rabi,911,Hectare,1100,Tonnes,1.207464325
Madhya Pradesh,REWA,Linseed,2001-02,Rabi,17422,Hectare,4219,Tonnes,0.2421650786
Madhya Pradesh,REWA,Linseed,2002-03,Rabi,17232,Hectare,4081,Tonnes,0.2368268338
Madhya Pradesh,REWA,Linseed,2003-04,Rabi,16471,Hectare,4065,Tonnes,0.2467974015
Madhya Pradesh,SAGAR,Linseed,2001-02,Rabi,9120,Hectare,3901,Tonnes,0.4277412281
Madhya Pradesh,SAGAR,Linseed,2002-03,Rabi,8631,Hectare,3153,Tonnes,0.3653110879
Madhya Pradesh,SAGAR,Linseed,2003-04,Rabi,7081,Hectare,3412,Tonnes,0.4818528456
Madhya Pradesh,SATNA,Linseed,2001-02,Rabi,7593,Hectare,2277,Tonnes,0.2998814698
Madhya Pradesh,SATNA,Linseed,2002-03,Rabi,6923,Hectare,1642,Tonnes,0.2371804131
Madhya Pradesh,SATNA,Linseed,2003-04,Rabi,6799,Hectare,2251,Tonnes,0.3310780997
Madhya Pradesh,SEHORE,Linseed,2001-02,Rabi,2183,Hectare,1614,Tonnes,0.739349519
Madhya Pradesh,SEHORE,Linseed,2002-03,Rabi,1365,Hectare,1150,Tonnes,0.8424908425
Madhya Pradesh,SEHORE,Linseed,2003-04,Rabi,1240,Hectare,1089,Tonnes,0.8782258065
Madhya Pradesh,SEONI,Linseed,2001-02,Rabi,11814,Hectare,4521,Tonnes,0.3826815642
Madhya Pradesh,SEONI,Linseed,2002-03,Rabi,11213,Hectare,3442,Tonnes,0.3069651298
Madhya Pradesh,SEONI,Linseed,2003-04,Rabi,11725,Hectare,4877,Tonnes,0.4159488273
Madhya Pradesh,SHAHDOL,Linseed,2001-02,Rabi,7438,Hectare,1689,Tonnes,0.2270771713
Madhya Pradesh,SHAHDOL,Linseed,2002-03,Rabi,5919,Hectare,1402,Tonnes,0.2368643352
Madhya Pradesh,SHAHDOL,Linseed,2003-04,Rabi,2927,Hectare,835,Tonnes,0.2852750256
Madhya Pradesh,SHAJAPUR,Linseed,2001-02,Rabi,51,Hectare,30,Tonnes,0.5882352941
Madhya Pradesh,SHAJAPUR,Linseed,2002-03,Rabi,26,Hectare,15,Tonnes,0.5769230769
Madhya Pradesh,SHAJAPUR,Linseed,2003-04,Rabi,26,Hectare,21,Tonnes,0.8076923077
Madhya Pradesh,SHEOPUR,Linseed,2001-02,Rabi,929,Hectare,377,Tonnes,0.4058127018
Madhya Pradesh,SHEOPUR,Linseed,2002-03,Rabi,139,Hectare,35,Tonnes,0.2517985612
Madhya Pradesh,SHEOPUR,Linseed,2003-04,Rabi,620,Hectare,415,Tonnes,0.6693548387
Madhya Pradesh,SHIVPURI,Linseed,2001-02,Rabi,1811,Hectare,1122,Tonnes,0.6195472115
Madhya Pradesh,SHIVPURI,Linseed,2002-03,Rabi,295,Hectare,91,Tonnes,0.3084745763
Madhya Pradesh,SHIVPURI,Linseed,2003-04,Rabi,335,Hectare,216,Tonnes,0.6447761194
Madhya Pradesh,SIDHI,Linseed,2001-02,Rabi,15213,Hectare,3908,Tonnes,0.2568855584
Madhya Pradesh,SIDHI,Linseed,2002-03,Rabi,14715,Hectare,3775,Tonnes,0.2565409446
Madhya Pradesh,SIDHI,Linseed,2003-04,Rabi,15284,Hectare,4903,Tonnes,0.3207929861
Madhya Pradesh,TIKAMGARH,Linseed,2001-02,Rabi,1088,Hectare,513,Tonnes,0.4715073529
Madhya Pradesh,TIKAMGARH,Linseed,2002-03,Rabi,711,Hectare,257,Tonnes,0.3614627286
Madhya Pradesh,TIKAMGARH,Linseed,2003-04,Rabi,381,Hectare,173,Tonnes,0.4540682415
Madhya Pradesh,UJJAIN,Linseed,2001-02,Rabi,1033,Hectare,428,Tonnes,0.4143272023
Madhya Pradesh,UJJAIN,Linseed,2002-03,Rabi,305,Hectare,126,Tonnes,0.4131147541
Madhya Pradesh,UJJAIN,Linseed,2003-04,Rabi,1097,Hectare,819,Tonnes,0.7465815861
Madhya Pradesh,UMARIA,Linseed,2001-02,Rabi,3602,Hectare,1036,Tonnes,0.28761799
Madhya Pradesh,UMARIA,Linseed,2002-03,Rabi,3648,Hectare,865,Tonnes,0.2371162281
Madhya Pradesh,UMARIA,Linseed,2003-04,Rabi,3853,Hectare,1056,Tonnes,0.2740721516
Madhya Pradesh,VIDISHA,Linseed,2001-02,Rabi,539,Hectare,401,Tonnes,0.7439703154
Madhya Pradesh,VIDISHA,Linseed,2002-03,Rabi,1350,Hectare,1010,Tonnes,0.7481481481
Madhya Pradesh,VIDISHA,Linseed,2003-04,Rabi,451,Hectare,345,Tonnes,0.7649667406
Madhya Pradesh,ANUPPUR,Maize,2003-04,Kharif,12105,Hectare,15439,Tonnes,1.275423379
Madhya Pradesh,ASHOKNAGAR,Maize,2003-04,Kharif,7503,Hectare,13087,Tonnes,1.744235639
Madhya Pradesh,BALAGHAT,Maize,2001-02,Kharif,4462,Hectare,10377,Tonnes,2.325638727
Madhya Pradesh,BALAGHAT,Maize,2002-03,Kharif,4446,Hectare,9525,Tonnes,2.142375169
Madhya Pradesh,BALAGHAT,Maize,2003-04,Kharif,4445,Hectare,8237,Tonnes,1.853093363
Madhya Pradesh,BARWANI,Maize,2001-02,Kharif,33240,Hectare,66096,Tonnes,1.988447653
Madhya Pradesh,BARWANI,Maize,2002-03,Kharif,34241,Hectare,59876,Tonnes,1.748663882
Madhya Pradesh,BARWANI,Maize,2003-04,Kharif,35841,Hectare,60232,Tonnes,1.680533467
Madhya Pradesh,BETUL,Maize,2001-02,Kharif,26597,Hectare,60463,Tonnes,2.2733015
Madhya Pradesh,BETUL,Maize,2002-03,Kharif,32081,Hectare,71261,Tonnes,2.221283626
Madhya Pradesh,BETUL,Maize,2003-04,Kharif,42175,Hectare,85079,Tonnes,2.017285122
Madhya Pradesh,BHIND,Maize,2001-02,Kharif,40,Hectare,81,Tonnes,2.025
Madhya Pradesh,BHIND,Maize,2002-03,Kharif,3,Hectare,7,Tonnes,2.333333333
Madhya Pradesh,BHIND,Maize,2003-04,Kharif,4,Hectare,8,Tonnes,2
Madhya Pradesh,BHOPAL,Maize,2001-02,Kharif,2341,Hectare,3946,Tonnes,1.685604443
Madhya Pradesh,BHOPAL,Maize,2002-03,Kharif,2662,Hectare,4906,Tonnes,1.842975207
Madhya Pradesh,BHOPAL,Maize,2003-04,Kharif,2926,Hectare,4584,Tonnes,1.566643882
Madhya Pradesh,BURHANPUR,Maize,2003-04,Kharif,2001,Hectare,6846,Tonnes,3.421289355
Madhya Pradesh,CHHATARPUR,Maize,2001-02,Kharif,644,Hectare,691,Tonnes,1.072981366
Madhya Pradesh,CHHATARPUR,Maize,2002-03,Kharif,647,Hectare,543,Tonnes,0.8392581144
Madhya Pradesh,CHHATARPUR,Maize,2003-04,Kharif,675,Hectare,797,Tonnes,1.180740741
Madhya Pradesh,CHHINDWARA,Maize,2001-02,Kharif,80696,Hectare,160066,Tonnes,1.983567959
Madhya Pradesh,CHHINDWARA,Maize,2002-03,Kharif,73579,Hectare,196085,Tonnes,2.664958752
Madhya Pradesh,CHHINDWARA,Maize,2003-04,Kharif,81991,Hectare,241910,Tonnes,2.950445781
Madhya Pradesh,DAMOH,Maize,2001-02,Kharif,2242,Hectare,4992,Tonnes,2.226583408
Madhya Pradesh,DAMOH,Maize,2002-03,Kharif,2155,Hectare,3912,Tonnes,1.815313225
Madhya Pradesh,DAMOH,Maize,2003-04,Kharif,2045,Hectare,4439,Tonnes,2.170660147
Madhya Pradesh,DATIA,Maize,2001-02,Kharif,897,Hectare,1622,Tonnes,1.808249721
Madhya Pradesh,DATIA,Maize,2002-03,Kharif,651,Hectare,778,Tonnes,1.195084485
Madhya Pradesh,DATIA,Maize,2003-04,Kharif,1234,Hectare,1661,Tonnes,1.346029173
Madhya Pradesh,DEWAS,Maize,2001-02,Kharif,13072,Hectare,23917,Tonnes,1.829635863
Madhya Pradesh,DEWAS,Maize,2002-03,Kharif,15311,Hectare,26667,Tonnes,1.741688982
Madhya Pradesh,DEWAS,Maize,2003-04,Kharif,14391,Hectare,23429,Tonnes,1.628031409
Madhya Pradesh,DHAR,Maize,2001-02,Kharif,75721,Hectare,161001,Tonnes,2.126239749
Madhya Pradesh,DHAR,Maize,2002-03,Kharif,74881,Hectare,163104,Tonnes,2.178176039
Madhya Pradesh,DHAR,Maize,2003-04,Kharif,81784,Hectare,171761,Tonnes,2.100178519
Madhya Pradesh,DINDORI,Maize,2001-02,Kharif,18096,Hectare,38803,Tonnes,2.14428603
Madhya Pradesh,DINDORI,Maize,2002-03,Kharif,18251,Hectare,33946,Tonnes,1.859952879
Madhya Pradesh,DINDORI,Maize,2003-04,Kharif,18340,Hectare,33994,Tonnes,1.853544166
Madhya Pradesh,GUNA,Maize,2001-02,Kharif,23912,Hectare,47666,Tonnes,1.993392439
Madhya Pradesh,GUNA,Maize,2002-03,Kharif,23946,Hectare,15089,Tonnes,0.6301261171
Madhya Pradesh,GUNA,Maize,2003-04,Kharif,21717,Hectare,41426,Tonnes,1.907537874
Madhya Pradesh,GWALIOR,Maize,2001-02,Kharif,105,Hectare,432,Tonnes,4.114285714
Madhya Pradesh,GWALIOR,Maize,2002-03,Kharif,98,Hectare,139,Tonnes,1.418367347
Madhya Pradesh,GWALIOR,Maize,2003-04,Kharif,168,Hectare,609,Tonnes,3.625
Madhya Pradesh,HARDA,Maize,2001-02,Kharif,1459,Hectare,2946,Tonnes,2.019191227
Madhya Pradesh,HARDA,Maize,2002-03,Kharif,1533,Hectare,3210,Tonnes,2.093933464
Madhya Pradesh,HARDA,Maize,2003-04,Kharif,1765,Hectare,3370,Tonnes,1.909348442
Madhya Pradesh,HOSHANGABAD,Maize,2001-02,Kharif,1334,Hectare,2883,Tonnes,2.161169415
Madhya Pradesh,HOSHANGABAD,Maize,2002-03,Kharif,1959,Hectare,4622,Tonnes,2.359367024
Madhya Pradesh,HOSHANGABAD,Maize,2003-04,Kharif,1945,Hectare,3906,Tonnes,2.008226221
Madhya Pradesh,INDORE,Maize,2001-02,Kharif,7682,Hectare,11139,Tonnes,1.450013017
Madhya Pradesh,INDORE,Maize,2002-03,Kharif,9768,Hectare,14361,Tonnes,1.470208845
Madhya Pradesh,INDORE,Maize,2003-04,Kharif,9825,Hectare,14994,Tonnes,1.52610687
Madhya Pradesh,JABALPUR,Maize,2001-02,Kharif,4378,Hectare,10130,Tonnes,2.313841937
Madhya Pradesh,JABALPUR,Maize,2002-03,Kharif,4362,Hectare,11129,Tonnes,2.551352591
Madhya Pradesh,JABALPUR,Maize,2003-04,Kharif,4418,Hectare,10983,Tonnes,2.485966501
Madhya Pradesh,JHABUA,Maize,2001-02,Kharif,106637,Hectare,215690,Tonnes,2.022656301
Madhya Pradesh,JHABUA,Maize,2002-03,Kharif,110585,Hectare,190323,Tonnes,1.721056201
Madhya Pradesh,JHABUA,Maize,2003-04,Kharif,113552,Hectare,207588,Tonnes,1.828131605
Madhya Pradesh,KATNI,Maize,2001-02,Kharif,4096,Hectare,6646,Tonnes,1.622558594
Madhya Pradesh,KATNI,Maize,2002-03,Kharif,3995,Hectare,4903,Tonnes,1.227284105
Madhya Pradesh,KATNI,Maize,2003-04,Kharif,3976,Hectare,6441,Tonnes,1.619969819
Madhya Pradesh,KHANDWA,Maize,2001-02,Kharif,8666,Hectare,20870,Tonnes,2.408262174
Madhya Pradesh,KHANDWA,Maize,2002-03,Kharif,9274,Hectare,24911,Tonnes,2.68611171
Madhya Pradesh,KHANDWA,Maize,2003-04,Kharif,7276,Hectare,16902,Tonnes,2.322979659
Madhya Pradesh,KHARGONE,Maize,2001-02,Kharif,20888,Hectare,43045,Tonnes,2.060752585
Madhya Pradesh,KHARGONE,Maize,2002-03,Kharif,19828,Hectare,53164,Tonnes,2.681258826
Madhya Pradesh,KHARGONE,Maize,2003-04,Kharif,20537,Hectare,50389,Tonnes,2.453571602
Madhya Pradesh,MANDLA,Maize,2001-02,Kharif,17938,Hectare,35766,Tonnes,1.993867767
Madhya Pradesh,MANDLA,Maize,2002-03,Kharif,18141,Hectare,29341,Tonnes,1.617386032
Madhya Pradesh,MANDLA,Maize,2003-04,Kharif,18262,Hectare,33212,Tonnes,1.818639798
Madhya Pradesh,MANDSAUR,Maize,2001-02,Kharif,45845,Hectare,115742,Tonnes,2.524637365
Madhya Pradesh,MANDSAUR,Maize,2002-03,Kharif,44613,Hectare,83811,Tonnes,1.878622823
Madhya Pradesh,MANDSAUR,Maize,2003-04,Kharif,47082,Hectare,110502,Tonnes,2.347011597
Madhya Pradesh,MORENA,Maize,2001-02,Kharif,53,Hectare,83,Tonnes,1.566037736
Madhya Pradesh,MORENA,Maize,2002-03,Kharif,48,Hectare,50,Tonnes,1.041666667
Madhya Pradesh,MORENA,Maize,2003-04,Kharif,40,Hectare,51,Tonnes,1.275
Madhya Pradesh,NARSINGHPUR,Maize,2001-02,Kharif,572,Hectare,1707,Tonnes,2.984265734
Madhya Pradesh,NARSINGHPUR,Maize,2002-03,Kharif,552,Hectare,1654,Tonnes,2.996376812
Madhya Pradesh,NARSINGHPUR,Maize,2003-04,Kharif,552,Hectare,1451,Tonnes,2.628623188
Madhya Pradesh,NEEMUCH,Maize,2001-02,Kharif,33030,Hectare,75690,Tonnes,2.291553134
Madhya Pradesh,NEEMUCH,Maize,2002-03,Kharif,31141,Hectare,44201,Tonnes,1.419382807
Madhya Pradesh,NEEMUCH,Maize,2003-04,Kharif,31129,Hectare,77558,Tonnes,2.4915031
Madhya Pradesh,PANNA,Maize,2001-02,Kharif,2499,Hectare,3206,Tonnes,1.282913165
Madhya Pradesh,PANNA,Maize,2002-03,Kharif,2435,Hectare,2238,Tonnes,0.9190965092
Madhya Pradesh,PANNA,Maize,2003-04,Kharif,2464,Hectare,2535,Tonnes,1.028814935
Madhya Pradesh,RAISEN,Maize,2001-02,Kharif,2681,Hectare,5835,Tonnes,2.176426706
Madhya Pradesh,RAISEN,Maize,2002-03,Kharif,3141,Hectare,7348,Tonnes,2.339382362
Madhya Pradesh,RAISEN,Maize,2003-04,Kharif,3191,Hectare,7044,Tonnes,2.207458477
Madhya Pradesh,RAJGARH,Maize,2001-02,Kharif,43765,Hectare,51745,Tonnes,1.182337484
Madhya Pradesh,RAJGARH,Maize,2002-03,Kharif,44287,Hectare,35816,Tonnes,0.808724908
Madhya Pradesh,RAJGARH,Maize,2003-04,Kharif,47843,Hectare,82464,Tonnes,1.723637732
Madhya Pradesh,RATLAM,Maize,2001-02,Kharif,64981,Hectare,159531,Tonnes,2.455040704
Madhya Pradesh,RATLAM,Maize,2002-03,Kharif,69569,Hectare,90562,Tonnes,1.301757967
Madhya Pradesh,RATLAM,Maize,2003-04,Kharif,68781,Hectare,167445,Tonnes,2.434465914
Madhya Pradesh,REWA,Maize,2001-02,Kharif,1135,Hectare,1354,Tonnes,1.192951542
Madhya Pradesh,REWA,Maize,2002-03,Kharif,1109,Hectare,1369,Tonnes,1.234445446
Madhya Pradesh,REWA,Maize,2003-04,Kharif,1118,Hectare,1193,Tonnes,1.067084079
Madhya Pradesh,SAGAR,Maize,2001-02,Kharif,3805,Hectare,6460,Tonnes,1.697766097
Madhya Pradesh,SAGAR,Maize,2002-03,Kharif,3746,Hectare,5058,Tonnes,1.350240256
Madhya Pradesh,SAGAR,Maize,2003-04,Kharif,3883,Hectare,6740,Tonnes,1.735771311
Madhya Pradesh,SATNA,Maize,2001-02,Kharif,983,Hectare,1671,Tonnes,1.699898271
Madhya Pradesh,SATNA,Maize,2002-03,Kharif,812,Hectare,891,Tonnes,1.09729064
Madhya Pradesh,SATNA,Maize,2003-04,Kharif,968,Hectare,1301,Tonnes,1.344008264
Madhya Pradesh,SEHORE,Maize,2001-02,Kharif,15557,Hectare,31011,Tonnes,1.993379186
Madhya Pradesh,SEHORE,Maize,2002-03,Kharif,16049,Hectare,34384,Tonnes,2.142438781
Madhya Pradesh,SEHORE,Maize,2003-04,Kharif,15867,Hectare,29404,Tonnes,1.853154345
Madhya Pradesh,SEONI,Maize,2001-02,Kharif,14998,Hectare,30261,Tonnes,2.017669023
Madhya Pradesh,SEONI,Maize,2002-03,Kharif,15027,Hectare,19554,Tonnes,1.301257736
Madhya Pradesh,SEONI,Maize,2003-04,Kharif,14035,Hectare,26326,Tonnes,1.875739223
Madhya Pradesh,SHAHDOL,Maize,2001-02,Kharif,24106,Hectare,29255,Tonnes,1.213598274
Madhya Pradesh,SHAHDOL,Maize,2002-03,Kharif,23568,Hectare,34752,Tonnes,1.474541752
Madhya Pradesh,SHAHDOL,Maize,2003-04,Kharif,11578,Hectare,15051,Tonnes,1.299965452
Madhya Pradesh,SHAJAPUR,Maize,2001-02,Kharif,45540,Hectare,87928,Tonnes,1.930786122
Madhya Pradesh,SHAJAPUR,Maize,2002-03,Kharif,45170,Hectare,84726,Tonnes,1.875713969
Madhya Pradesh,SHAJAPUR,Maize,2003-04,Kharif,42932,Hectare,88918,Tonnes,2.07113575
Madhya Pradesh,SHEOPUR,Maize,2001-02,Kharif,2043,Hectare,2822,Tonnes,1.381302007
Madhya Pradesh,SHEOPUR,Maize,2002-03,Kharif,221,Hectare,105,Tonnes,0.4751131222
Madhya Pradesh,SHEOPUR,Maize,2003-04,Kharif,995,Hectare,1531,Tonnes,1.538693467
Madhya Pradesh,SHIVPURI,Maize,2001-02,Kharif,19771,Hectare,43671,Tonnes,2.208841232
Madhya Pradesh,SHIVPURI,Maize,2002-03,Kharif,18828,Hectare,18962,Tonnes,1.00711706
Madhya Pradesh,SHIVPURI,Maize,2003-04,Kharif,24624,Hectare,52862,Tonnes,2.146767381
Madhya Pradesh,SIDHI,Maize,2001-02,Kharif,35873,Hectare,48951,Tonnes,1.364563878
Madhya Pradesh,SIDHI,Maize,2002-03,Kharif,35475,Hectare,56985,Tonnes,1.606342495
Madhya Pradesh,SIDHI,Maize,2003-04,Kharif,36083,Hectare,61031,Tonnes,1.691405925
Madhya Pradesh,TIKAMGARH,Maize,2001-02,Kharif,1847,Hectare,3070,Tonnes,1.662154846
Madhya Pradesh,TIKAMGARH,Maize,2002-03,Kharif,1942,Hectare,1650,Tonnes,0.8496395469
Madhya Pradesh,TIKAMGARH,Maize,2003-04,Kharif,2304,Hectare,2826,Tonnes,1.2265625
Madhya Pradesh,UJJAIN,Maize,2001-02,Kharif,12788,Hectare,16650,Tonnes,1.302001877
Madhya Pradesh,UJJAIN,Maize,2002-03,Kharif,12624,Hectare,15080,Tonnes,1.194550063
Madhya Pradesh,UJJAIN,Maize,2003-04,Kharif,15592,Hectare,33142,Tonnes,2.125577219
Madhya Pradesh,UMARIA,Maize,2001-02,Kharif,10860,Hectare,14327,Tonnes,1.319244936
Madhya Pradesh,UMARIA,Maize,2002-03,Kharif,10640,Hectare,13577,Tonnes,1.276033835
Madhya Pradesh,UMARIA,Maize,2003-04,Kharif,11290,Hectare,16614,Tonnes,1.471567759
Madhya Pradesh,VIDISHA,Maize,2001-02,Kharif,5190,Hectare,12403,Tonnes,2.389788054
Madhya Pradesh,VIDISHA,Maize,2002-03,Kharif,5576,Hectare,11971,Tonnes,2.146879484
Madhya Pradesh,VIDISHA,Maize,2003-04,Kharif,5366,Hectare,11030,Tonnes,2.055534849
Madhya Pradesh,BURHANPUR,Masoor,2003-04,Rabi,17,Hectare,8,Tonnes,0.4705882353
